name,platform,year,genre,publisher,NA_sales,EU_sales,JP_sales,other_sales
Smuggler's Run,PS2,2000,Racing,Take-Two Interactive,770000,600000,0,200000
DiRT Rally,XOne,2016,Racing,Codemasters,30000,80000,0,10000
PES 2009: Pro Evolution Soccer,X360,2008,Sports,Konami Digital Entertainment,130000,760000,30000,90000
2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005,Misc,Sega,40000,20000,0,0
To Heart 2: Dungeon Travelers,PSP,2011,Adventure,Aqua Plus,0,0,110000,0
Let's Play Garden,Wii,2010,Simulation,Deep Silver,20000,0,0,0
L.A. Rush,XB,2005,Racing,Midway Games,110000,30000,0,10000
Resident Evil Director's Cut: Dual Shock Edition,PS,1997,Action,Capcom,0,0,160000,10000
2014 FIFA World Cup Brazil,PS3,2014,Sports,Electronic Arts,150000,390000,10000,160000
"Warhammer 40,000: Squad Command",DS,2007,Strategy,THQ,50000,10000,0,10000
Yu-Gi-Oh! The Sacred Cards,GBA,2002,Role-Playing,Konami Digital Entertainment,940000,350000,0,20000
The Witcher 3: Wild Hunt,XOne,2015,Role-Playing,Namco Bandai Games,660000,470000,0,110000
Ridge Racer,PSV,2011,Racing,Namco Bandai Games,40000,80000,50000,30000
Iron Man / X-O Manowar in Heavy Metal,PS,1996,Platform,Acclaim Entertainment,50000,30000,0,10000
Evangelion: Jo,PSP,2009,Action,Namco Bandai Games,0,0,60000,0
Shinseiki Evangelion: Battle Orchestra Portable,PSP,2009,Fighting,Broccoli,0,0,10000,0
Star Wars Jedi Knight II: Jedi Outcast,XB,,Shooter,Activision,230000,70000,0,10000
Prism: Light the Way,DS,2007,Puzzle,Eidos Interactive,50000,0,0,0
Captain Rainbow,Wii,2008,Adventure,Nintendo,0,0,10000,0
Classic NES Series: Xevious,GBA,2004,Shooter,Nintendo,80000,30000,120000,10000
Fable: The Journey,X360,2012,Role-Playing,Microsoft Game Studios,180000,90000,0,20000
Pokemon Snap,N64,1999,Simulation,Nintendo,2230000,680000,660000,60000
Parodius,PS,1994,Shooter,Konami Digital Entertainment,0,0,310000,20000
Tiger Woods PGA Tour 13,X360,2012,Sports,Electronic Arts,290000,180000,0,40000
LEGO Harry Potter: Years 1-4,X360,2010,Action,Warner Bros. Interactive Entertainment,950000,500000,0,140000
Cabela's Dangerous Hunts 2011,PS3,2010,Sports,Activision,260000,40000,0,30000
Pokemon X/Pokemon Y,3DS,2013,Role-Playing,Nintendo,5170000,4050000,4340000,790000
WWE Day of Reckoning,GC,2004,Fighting,THQ,350000,90000,0,10000
Ghost in the Shell: Stand Alone Complex,PS2,2004,Adventure,Namco Bandai Games,80000,60000,0,20000
Space Invaders Extreme,PSP,2008,Shooter,Square Enix,60000,10000,10000,10000
Hail to the Chimp,X360,2008,Misc,Gamecock,50000,0,0,0
Teenage Mutant Ninja Turtles,GBA,2003,Action,Unknown,670000,250000,0,20000
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,2007,Misc,Tecmo Koei,0,0,30000,0
Hidden Invasion,PS2,2001,Shooter,Swing! Entertainment,40000,30000,0,10000
Skylanders: SuperChargers,XOne,2015,Action,Activision,160000,50000,0,20000
Virtua Fighter 2,SAT,1995,Fighting,Sega,340000,260000,1300000,30000
LEGO Marvel Super Heroes,PS4,2013,Action,Warner Bros. Interactive Entertainment,590000,750000,10000,210000
Rayman Legends,X360,2013,Platform,Ubisoft,190000,230000,0,40000
Lips: Number One Hits,X360,2009,Misc,Microsoft Game Studios,150000,350000,0,70000
The Tale of Despereaux,Wii,2008,Platform,Brash Entertainment,40000,0,0,0
Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision Value,60000,0,0,0
Just Dance 3,Wii,2011,Misc,Ubisoft,6050000,3150000,0,1070000
North American Hunting Extravaganza,Wii,2008,Sports,Zushi Games,330000,0,0,30000
The Beatles: Rock Band,X360,2009,Misc,MTV Games,970000,230000,0,110000
The Dark Spire,DS,2008,Role-Playing,Success,40000,0,0,0
River Raid II,2600,1988,Shooter,Activision,470000,30000,0,10000
Noddy in Toyland,DS,2011,Misc,GSP,0,50000,0,10000
Far Cry Vengeance,Wii,2006,Shooter,Ubisoft,60000,10000,0,10000
Raw Danger! (JP sales),PS2,2006,Action,505 Games,0,0,60000,0
My Secret World by Imagine,DS,2008,Misc,Ubisoft,0,200000,0,0
Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb,1520000,820000,0,100000
Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,505 Games,110000,20000,50000,10000
Portal 2,X360,2011,Shooter,Valve Software,1410000,510000,10000,170000
Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,130000,90000,0,20000
NHL 17,XOne,2016,Sports,Electronic Arts,130000,10000,0,20000
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Namco Bandai Games,0,0,30000,0
Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,2011,Strategy,Namco Bandai Games,0,0,140000,0
Scrabble 2007 Edition,DS,2007,Puzzle,Ubisoft,0,480000,0,0
Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts,900000,1220000,40000,440000
PES 2009: Pro Evolution Soccer,PSP,,Sports,Konami Digital Entertainment,40000,330000,260000,170000
Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,Role-Playing,Nintendo,710000,520000,740000,80000
Deception IV: Blood Ties,PS3,2014,Action,Tecmo Koei,20000,20000,60000,10000
Pro Yakyuu Team o Tsukurou! 2,PS2,2003,Sports,Sega,0,0,230000,0
Angry Birds Star Wars,PS3,2013,Strategy,Activision,100000,170000,0,60000
NBA Live 99,N64,1998,Sports,Electronic Arts,450000,20000,0,0
Carnival Island,PS3,2011,Misc,Sony Computer Entertainment,130000,60000,0,40000
Champions of Norrath,PS2,2004,Role-Playing,Sony Online Entertainment,630000,490000,0,160000
Sonic Advance 2,GBA,2002,Platform,Sega,930000,590000,210000,70000
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,670000,490000,2620000,110000
Heroes of the Pacific,PC,2005,Simulation,Codemasters,0,20000,0,0
Tokushu Houdoubu,PSV,2012,Adventure,Nippon Ichi Software,0,0,30000,0
Crash: Mind Over Mutant,PSP,2008,Platform,Vivendi Games,110000,220000,0,120000
Kirby's Block Ball,GB,1995,Puzzle,Nintendo,0,0,320000,0
N3: Ninety-Nine Nights,X360,2006,Action,Microsoft Game Studios,200000,30000,50000,20000
Pool Party,Wii,2007,Sports,SouthPeak Games,40000,0,0,0
Madden NFL 17,X360,2016,Sports,Electronic Arts,60000,10000,0,10000
Kotoba no Puzzle: Mojipittan DS,DS,2007,Puzzle,Namco Bandai Games,0,0,370000,0
Slam Dunk SD Heat Up!!,SNES,1995,Sports,Namco Bandai Games,0,0,50000,0
Diner Dash: Sizzle & Serve,PSP,2007,Puzzle,Eidos Interactive,110000,0,0,10000
Nancy Drew: Alibi In Ashes,PC,2011,Adventure,Her Interactive,30000,0,0,0
WWE SmackDown vs. RAW 2007,X360,2006,Fighting,THQ,440000,30000,0,40000
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PS2,2008,Misc,Hackberry,0,0,30000,0
Emergency Room: Real Life Rescues,DS,2009,Simulation,505 Games,40000,0,0,0
Sherlock Holmes: Crimes & Punishments,X360,2014,Adventure,Focus Home Interactive,30000,30000,0,10000
Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,Nippon Ichi Software,70000,20000,60000,10000
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,2010,Misc,D3Publisher,0,0,20000,0
Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Wii,2010,Misc,Hudson Soft,0,0,90000,0
Midnight Club II,XB,2003,Racing,Take-Two Interactive,420000,60000,0,20000
Secret Files 2: Puritas Cordis,Wii,2009,Adventure,Deep Silver,0,30000,0,0
Room Zoom: Race for Impact,XB,2004,Racing,Jaleco,20000,10000,0,0
Black Dawn,PS,1996,Simulation,Virgin Interactive,70000,50000,0,10000
The Typing of the Dead,DC,2000,Shooter,Sega,0,0,50000,0
Critical Depth,PS,1997,Action,GT Interactive,130000,90000,0,10000
Lagoon,SNES,1991,Role-Playing,Kemco,0,0,50000,0
Dawn of Mana,PS2,2006,Role-Playing,Square Enix,70000,50000,290000,20000
Felony 11-79,PS,1997,Racing,ASCII Entertainment,60000,40000,0,10000
Gundam Battle Chronicle,PSP,2007,Action,Namco Bandai Games,0,0,220000,0
Tales of Destiny,PS,1997,Role-Playing,Namco Bandai Games,90000,60000,830000,70000
Bomberman B-Daman,SNES,1996,Shooter,Hudson Soft,0,0,170000,0
Tetris Worlds (Online Edition),XB,2003,Puzzle,THQ,150000,40000,0,10000
Shin Sangoku Musou 4 Special,X360,2005,Action,Tecmo Koei,0,0,10000,0
NHL 2004,XB,2003,Sports,Electronic Arts,130000,40000,0,10000
Wall-E,PSP,2008,Platform,THQ,290000,220000,0,140000
Need for Speed (2015),PC,2016,Racing,Electronic Arts,0,30000,0,0
Harry Potter and the Deathly Hallows - Part 1,PS3,2010,Action,Electronic Arts,130000,210000,0,80000
Star Wars Episode II: Attack of the Clones,GBA,2002,Action,THQ,550000,200000,0,10000
Disney Universe,PS3,2011,Action,Disney Interactive Studios,300000,230000,0,90000
Jig-A-Pix: Wild World,DS,2009,Puzzle,Zushi Games,30000,10000,0,0
Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,580000,440000,330000,210000
Super Power League 2,SNES,1994,Sports,Hudson Soft,0,0,330000,0
Ennichi no Tatsujin,Wii,2006,Misc,Namco Bandai Games,0,0,100000,0
Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,1560000,610000,20000,230000
Hajime no Ippo: The Fighting! (2014),PS3,2014,Sports,Namco Bandai Games,0,0,30000,0
1/2 Summer +,PSP,2013,Adventure,Kaga Create,0,0,10000,0
Fallout Anthology,PC,2015,Action,Bethesda Softworks,0,10000,0,0
Shellshock: Nam '67,XB,2004,Shooter,Eidos Interactive,160000,50000,0,10000
Builder's Block,PS,1999,Strategy,EON Digital Entertainment,10000,0,0,0
NTRA Breeders' Cup World Thoroughbred Championships,XB,2005,Simulation,Bethesda Softworks,40000,10000,0,0
Hooked! Real Motion Fishing,Wii,2007,Sports,505 Games,210000,0,0,20000
Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996,Role-Playing,ChunSoft,0,0,270000,0
Metal Gear Solid 2: Substance,XB,,Action,Konami Digital Entertainment,380000,220000,0,30000
NHL 12,X360,2011,Sports,Electronic Arts,550000,100000,0,50000
Radiant Historia,DS,2010,Role-Playing,Atlus,240000,0,90000,20000
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,30000,0,20000,10000
O.M.G. 26 - Our Mini Games,DS,2007,Puzzle,505 Games,20000,0,0,0
Bleach: Heat the Soul 7,PSP,2010,Fighting,Sony Computer Entertainment,0,0,80000,0
Ecco the Dolphin: Defender of the Future,PS2,2002,Adventure,Sony Computer Entertainment,70000,50000,0,20000
SD Gundam G Generation Wars,PS2,2009,Strategy,Namco Bandai Games,0,0,310000,0
FIFA Soccer 08,PC,2007,Sports,Electronic Arts,0,10000,0,0
Heavenly Guardian,Wii,2007,Shooter,505 Games,60000,0,0,0
Transformers: Fall of Cybertron,X360,2012,Action,Activision,280000,130000,0,40000
F-Zero,SNES,1990,Racing,Nintendo,1370000,510000,890000,70000
Enchanted Arms (JP sales),PS3,2007,Role-Playing,Ubisoft,0,0,40000,0
Fate/Stay Night [Réalta Nua],PSV,2012,Adventure,Kadokawa Shoten,0,0,60000,0
Battle Spirits: Digital Starter,DS,2010,Role-Playing,Namco Bandai Games,0,0,40000,0
Rewrite,PSV,2014,Adventure,Prototype,0,0,10000,0
Jeep Thrills,Wii,2008,Racing,Zoo Digital Publishing,180000,0,0,10000
Crash Nitro Kart,GC,2003,Racing,Vivendi Games,200000,50000,0,10000
Bases Loaded '96: Double Header,PS,1995,Sports,Jaleco,280000,190000,0,30000
Naruto: Rise of a Ninja,X360,2007,Action,Ubisoft,290000,20000,0,30000
Bomberman 64,N64,1997,Puzzle,Hudson Soft,500000,200000,310000,30000
Call of Duty: Black Ops,Wii,2010,Shooter,Activision,820000,470000,0,120000
Astro Boy,PS2,2004,Action,Sega,40000,30000,0,10000
Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,60000,70000,30000,20000
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,2008,Simulation,fonfun,0,0,20000,0
Secret Files 2: Puritas Cordis,DS,2009,Adventure,Deep Silver,0,10000,0,0
Angry Birds Star Wars,X360,2013,Strategy,Activision,160000,110000,0,30000
Jikkyou Powerful Pro Yakyuu 2014,PSV,2014,Sports,Konami Digital Entertainment,0,0,120000,0
Panzer Dragoon II Zwei,SAT,1995,Shooter,Sega,0,0,310000,0
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works,0,0,30000,0
Mega Man Soccer,SNES,1993,Sports,Capcom,40000,10000,130000,0
Happy Feet Two,3DS,2011,Action,Warner Bros. Interactive Entertainment,80000,20000,0,10000
Expendable,PS,1999,Action,Infogrames,30000,20000,0,0
Secret Agent Clank,PSP,2008,Platform,Sony Computer Entertainment,40000,30000,40000,20000
Airship Q,PSV,2015,Platform,Cygames,0,0,30000,0
Metro: Last Light,PS4,2014,Action,Deep Silver,220000,300000,40000,120000
DiRT,PS3,2007,Racing,Codemasters,160000,670000,0,230000
School Days LxH,PS2,2008,Adventure,Interchannel,0,0,20000,0
The Legend of Zelda: Twilight Princess,Wii,2006,Action,Nintendo,3830000,2190000,600000,700000
F-Zero X,N64,1998,Racing,Nintendo,450000,330000,290000,30000
Power Pro Kun Pocket 6,GBA,2003,Sports,Konami Digital Entertainment,0,0,290000,10000
Inversion,PC,,Shooter,Namco Bandai Games,10000,0,0,0
Bee Movie Game,PS2,2007,Action,Activision,50000,40000,0,10000
OutRun 2,XB,2004,Racing,Sega,110000,30000,0,10000
MLB SlugFest 2006,PS2,2006,Sports,Midway Games,130000,100000,0,30000
MX vs. ATV Untamed,PSP,2007,Racing,THQ,350000,180000,0,120000
Sonic Adventure 2,DC,2001,Platform,Sega,0,0,120000,0
Alter Ego,PC,1985,Simulation,Activision,0,30000,0,10000
Period Cube: Torikago no Amadeus,PSV,2016,Action,Idea Factory,0,0,10000,0
Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,2007,Misc,Sega,0,0,20000,0
Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,370000,270000,1750000,180000
Squeeballs Party,DS,2009,Puzzle,Performance Designed Products,160000,0,0,10000
Sim Theme Park,PS,1999,Strategy,Electronic Arts,350000,240000,0,40000
EA Sports Active 2,PS3,2010,Sports,Electronic Arts,520000,280000,0,120000
Mortal Kombat: Unchained,PSP,2006,Fighting,Midway Games,670000,10000,0,60000
N+,DS,2007,Platform,Atari,60000,0,0,0
Dies Irae: Amantes Amentes,PSP,2012,Action,Views,0,0,20000,0
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,2008,Misc,Benesse,0,0,50000,0
Backyard NFL Football '09,Wii,2008,Sports,Atari,200000,0,0,20000
Megamind: Ultimate Showdown,PS3,2010,Action,THQ,70000,60000,0,20000
Lord of Arcana,PSP,2010,Role-Playing,Square Enix,70000,40000,170000,30000
Test Drive Unlimited,PSP,2007,Racing,Atari,80000,280000,0,150000
Happy Feet Two,DS,,Action,Warner Bros. Interactive Entertainment,90000,20000,0,10000
Disney Infinity,Wii,2013,Action,Disney Interactive Studios,1150000,440000,0,140000
Tom and Jerry in War of the Whiskers,GC,2003,Fighting,NewKidCo,50000,10000,0,0
Crackdown 2,X360,2010,Shooter,Microsoft Game Studios,630000,370000,20000,100000
The Crew,X360,2014,Racing,Ubisoft,60000,180000,0,20000
The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,0,50000,0,10000
Alone in the Dark,PS2,2008,Adventure,Atari,30000,20000,0,10000
Go Play: Circus Star,Wii,2009,Action,Majesco Entertainment,120000,0,0,10000
Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,360000,10000,0,60000
Game & Watch Gallery 3,GB,1999,Misc,Nintendo,790000,310000,80000,40000
CSI: Unsolved!,DS,2010,Adventure,Ubisoft,130000,60000,0,20000
Major League Baseball 2K9,PSP,2009,Sports,Spike,80000,0,0,10000
Kinect Adventures!,X360,2010,Misc,Microsoft Game Studios,14970000,4940000,240000,1670000
Rise of the Tomb Raider,PC,2016,Adventure,Square Enix,0,90000,0,10000
Paws & Claws: Pet Vet,DS,2007,Simulation,THQ,600000,0,0,50000
One Piece: Romance Dawn - Bouken no Yoake,3DS,2013,Fighting,Namco Bandai Games,0,0,80000,0
Crazy Taxi: Catch a Ride,GBA,2003,Racing,THQ,210000,80000,0,10000
Super Bowling,N64,1999,Sports,Athena,20000,0,0,0
Charlotte's Web,DS,2006,Action,Sega,80000,0,0,10000
Dynasty Warriors 4,XB,2003,Action,Tecmo Koei,120000,30000,0,10000
A Collection of Classic Games from the Intellivision,PS,1999,Misc,Activision,170000,120000,0,20000
Rayman 2: Revolution,PS2,2000,Platform,Ubisoft,150000,110000,0,40000
Tenchu Z,X360,2006,Action,Microsoft Game Studios,270000,20000,20000,30000
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,Idea Factory,0,0,30000,0
Dragon Age II,PC,2011,Action,Electronic Arts,230000,330000,0,90000
Battlefield 4,XOne,2013,Shooter,Electronic Arts,1250000,580000,0,160000
You Don't Know Jack,PS3,2011,Misc,THQ,160000,0,0,10000
Alvin and the Chipmunks: Chipwrecked,DS,2011,Misc,505 Games,70000,30000,0,10000
World Destruction League: Thunder Tanks,PS,2000,Action,3DO,90000,60000,0,10000
NASCAR Racing,PS,1996,Racing,Pioneer LDC,230000,160000,0,30000
Bust-A-Move Bash!,Wii,2007,Puzzle,505 Games,130000,10000,0,10000
Guitar Hero: Smash Hits,X360,2009,Misc,Activision,230000,150000,0,40000
Disgaea Infinite,PSP,2010,Adventure,Nippon Ichi Software,70000,0,10000,10000
Spider-Man: Mysterio's Menace,GBA,2001,Action,Activision,430000,160000,0,10000
Model * Oshare Audition: Dream Girl,3DS,2013,Misc,Alchemist,0,0,70000,0
Canada Hunt,Wii,2010,Sports,Virtual Play Games,20000,0,0,0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005,Action,Disney Interactive Studios,360000,10000,0,60000
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP,2009,Adventure,Tecmo Koei,0,0,40000,0
Pro Yaky? Spirits 2010,PS3,2010,Sports,Konami Digital Entertainment,0,0,210000,0
Milo's Astro Lanes,N64,1998,Sports,Interplay,80000,20000,0,0
Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011,Strategy,Konami Digital Entertainment,0,0,160000,0
Penny Racers,N64,1998,Racing,THQ,50000,10000,0,0
WWE '12,X360,2011,Fighting,THQ,740000,400000,0,120000
Mystery Tales of Time Travel,DS,2010,Puzzle,Foreign Media Games,10000,160000,0,20000
Turbo: Super Stunt Squad,Wii,2013,Sports,D3Publisher,0,20000,0,0
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Wii,2009,Adventure,GSP,120000,70000,0,20000
Drama Queens,DS,2009,Misc,Majesco Entertainment,70000,0,0,10000
Super Smash Bros. Brawl,Wii,2008,Fighting,Nintendo,6750000,2610000,2660000,1020000
McGrath Vs. Pastrana Freestyle Motocross,PS,2000,Racing,Acclaim Entertainment,140000,100000,0,20000
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,2006,Misc,Sega,0,0,20000,0
Monster Rancher 2,PS,1998,Simulation,Sony Computer Entertainment,190000,130000,660000,70000
Rage,X360,2011,Shooter,Bethesda Softworks,820000,610000,30000,150000
LEGO The Hobbit,X360,2014,Action,Warner Bros. Interactive Entertainment,200000,260000,0,40000
Sora no Otoshimono: DokiDoki Summer Vacation,PSP,2010,Adventure,Kadokawa Shoten,0,0,10000,0
The Incredibles,PS2,2004,Action,THQ,960000,1080000,40000,300000
Goosebumps HorrorLand,Wii,2008,Adventure,Scholastic Inc.,160000,0,0,10000
Moe Star: Moeru Toudai Eigojuku,DS,2008,Misc,Mirai Shounen,0,0,20000,0
Worms: A Space Oddity,Wii,2008,Strategy,THQ,60000,20000,0,10000
Cabela's Legendary Adventures,Wii,2008,Sports,Activision,170000,0,0,10000
Wolfenstein,PS3,2009,Shooter,Activision,250000,280000,0,110000
Extreme-G,N64,1997,Racing,Acclaim Entertainment,470000,110000,0,10000
Darius Burst: Chronicle Saviours,PSV,2016,Action,Kadokawa Games,0,0,30000,0
ESPN NHL Hockey,XB,2003,Sports,Sega,80000,20000,0,0
X3: Terran War Pack,PC,2012,Misc,Deep Silver,0,20000,0,0
The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,Nippon Ichi Software,20000,0,130000,10000
Madden NFL 99,N64,1998,Sports,Electronic Arts,840000,50000,0,10000
LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2890000,1540000,0,460000
Hakuouki: Yuugi Roku DS,DS,2011,Adventure,Idea Factory,0,0,20000,0
PaRappa The Rapper 2,PS2,2001,Misc,Sony Computer Entertainment,70000,50000,0,20000
Titanfall,XOne,2014,Shooter,Electronic Arts,1840000,800000,40000,220000
Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive,1150000,1140000,60000,130000
Osu! Tatakae! Ouendan,DS,2005,Misc,Nintendo,0,0,60000,0
Jumper: Griffin's Story,X360,2008,Action,Eidos Interactive,50000,0,0,0
Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,880000,1030000,0,310000
ESPN MLB Baseball,XB,2004,Sports,Sega,100000,30000,0,0
Kirby's Dream Course,SNES,1994,Sports,Nintendo,0,0,590000,0
Xevious 3D/G+,PS,1997,Shooter,Sony Computer Entertainment,10000,10000,110000,10000
FIFA Soccer 2004,PS2,,Sports,Electronic Arts,590000,2360000,40000,510000
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,2006,Misc,Nintendo,0,0,50000,0
Tiger Woods PGA Tour 10,PS3,2009,Sports,Electronic Arts,420000,250000,0,120000
Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,50000,0,0,10000
Ryu-koku,PS2,2006,Adventure,KID,0,0,20000,0
Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,PSP,2009,Adventure,CyberFront,0,0,10000,0
The Beatles: Rock Band,Wii,2009,Misc,MTV Games,1190000,400000,0,160000
Super Jinsei Game 2,SNES,1995,Misc,Takara,0,0,50000,0
Company of Heroes 2,PC,2013,Strategy,THQ,60000,250000,0,50000
NASCAR 99,N64,1998,Racing,Electronic Arts,940000,40000,0,10000
NTRA Breeders' Cup World Thoroughbred Championships,PS2,2005,Simulation,Bethesda Softworks,70000,50000,0,20000
MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0,50000,0,10000
Virtua Tennis 4: World Tour,PSV,2011,Sports,Sega,50000,300000,10000,120000
Pulse Racer,XB,2003,Racing,Jaleco,10000,0,0,0
Cy Girls,PS2,2004,Action,Konami Digital Entertainment,20000,10000,0,0
GTI Club: Supermini Festa!,Wii,2010,Racing,Konami Digital Entertainment,10000,0,0,0
Shadow Tower,PS,1998,Role-Playing,From Software,10000,10000,70000,10000
D.C.I.F.: Da Capo Innocent Finale,PS2,2009,Adventure,Sweets,0,0,30000,0
The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1060000,540000,0,160000
